Id,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,GarageArea,OverallQual,FullBath,GarageCars,TotRmsAbvGrd,MSZoning,Condition2,Neighborhood,ExterQual,PoolQC,RoofMatl,SalePrice
453,1996,1997,872.0,888,1756,422.0,6,2,2.0,7,RL,Norm,Timber,Gd,RL,CompShg,204000.0
454,2008,2008,768.0,786,1590,676.0,8,2,2.0,6,FV,Norm,Somerst,Gd,FV,CompShg,210000.0
455,1976,1976,1728.0,1728,1728,560.0,5,2,2.0,8,RL,Norm,Mitchel,TA,RL,CompShg,188000.0
456,1973,1973,1242.0,1242,1242,528.0,7,1,2.0,6,RL,Norm,NWAmes,TA,RL,CompShg,175500.0
457,1916,1950,624.0,624,1344,513.0,5,1,3.0,7,RM,Norm,OldTown,TA,RM,CompShg,98000.0
458,1954,1994,1364.0,1663,1663,529.0,4,1,2.0,6,RL,Norm,ClearCr,TA,RL,Tar&Grv,256000.0
459,1925,1996,588.0,833,1666,228.0,8,1,1.0,7,RM,Norm,OldTown,TA,RM,CompShg,161000.0
460,1950,1950,709.0,979,1203,352.0,5,1,1.0,5,RL,Norm,BrkSide,TA,RL,CompShg,110000.0
461,2009,2009,832.0,832,1935,552.0,8,2,2.0,8,FV,Norm,Somerst,Gd,FV,CompShg,263435.0
462,1936,2007,560.0,575,1135,576.0,7,1,2.0,6,RL,Norm,SWISU,Gd,RL,CompShg,155000.0
463,1965,1965,864.0,864,864,360.0,5,1,1.0,5,RL,Norm,Sawyer,TA,RL,CompShg,62383.0
464,1934,1995,715.0,849,1660,240.0,6,1,1.0,6,RL,Norm,Crawfor,TA,RL,CompShg,188700.0
465,1978,1978,1040.0,1040,1040,0.0,5,2,0.0,5,RL,Norm,CollgCr,TA,RL,CompShg,124000.0
466,2004,2004,1375.0,1414,1414,398.0,7,2,2.0,6,RM,Norm,Blmngtn,Gd,RM,CompShg,178740.0
467,1970,1970,1277.0,1277,1277,526.0,7,1,2.0,5,RL,Norm,NAmes,TA,RL,Tar&Grv,167000.0
468,1942,1995,728.0,888,1644,312.0,5,1,1.0,7,RL,Norm,NAmes,TA,RL,CompShg,146500.0
469,2006,2006,1626.0,1634,1634,866.0,8,2,3.0,7,RL,Norm,NridgHt,Gd,RL,CompShg,250000.0
470,1993,1993,832.0,832,1710,506.0,6,2,2.0,7,RL,Norm,SawyerW,Gd,RL,CompShg,187000.0
471,1985,1985,1488.0,1502,1502,528.0,8,1,2.0,4,RL,Norm,StoneBr,Gd,RL,CompShg,212000.0
472,1977,1977,808.0,1161,1969,534.0,7,2,2.0,8,RL,Norm,NWAmes,TA,RL,WdShake,190000.0
473,2005,2005,547.0,1072,1072,525.0,6,1,2.0,5,RM,Norm,Edwards,TA,RM,CompShg,148000.0
474,2006,2007,1976.0,1976,1976,908.0,8,2,3.0,7,RL,Norm,NridgHt,Gd,RL,CompShg,440000.0
475,2000,2000,1494.0,1652,1652,499.0,8,2,2.0,6,RL,Norm,StoneBr,Gd,RL,CompShg,251000.0
476,1963,1963,970.0,970,970,624.0,5,1,2.0,5,RL,Norm,Sawyer,TA,RL,CompShg,132500.0
477,1997,1998,1478.0,1493,1493,508.0,6,2,2.0,7,RL,Norm,CollgCr,TA,RL,CompShg,208900.0
478,2006,2006,2153.0,2069,2643,694.0,9,2,3.0,9,RL,Norm,NridgHt,Ex,RL,CompShg,380000.0
479,2007,2008,1705.0,1718,1718,826.0,8,2,3.0,7,RL,Norm,CollgCr,Gd,RL,CompShg,297000.0
480,1937,2000,907.0,1131,1131,672.0,4,1,2.0,7,RM,Norm,OldTown,TA,RM,CompShg,89471.0
481,2004,2005,1833.0,1850,1850,772.0,9,2,3.0,8,RL,Norm,NridgHt,Gd,RL,CompShg,326000.0
482,2003,2004,1792.0,1792,1792,874.0,9,2,3.0,6,RL,Norm,NridgHt,Gd,RL,CompShg,374000.0
483,1915,2005,910.0,916,1826,164.0,7,1,1.0,7,RM,Norm,OldTown,Gd,RM,CompShg,155000.0
484,1998,1998,1216.0,1216,1216,402.0,6,2,2.0,5,RM,Norm,Mitchel,TA,RM,CompShg,164000.0
485,1962,2001,999.0,999,999,264.0,5,1,1.0,6,RL,Norm,Sawyer,TA,RL,CompShg,132500.0
486,1950,2007,1113.0,1113,1113,264.0,5,1,1.0,5,RL,Norm,NAmes,Gd,RL,CompShg,147000.0
487,1965,1965,1073.0,1073,1073,515.0,5,1,2.0,6,RL,Norm,NAmes,TA,RL,CompShg,156000.0
488,1971,1971,1484.0,1484,1484,487.0,5,2,2.0,7,RL,Norm,NWAmes,TA,RL,CompShg,175000.0
489,1900,1970,954.0,1766,2414,520.0,5,2,2.0,10,RL,Norm,OldTown,TA,RL,CompShg,160000.0
490,1970,2002,630.0,630,630,286.0,4,1,1.0,3,RM,Norm,MeadowV,TA,RM,CompShg,86000.0
491,1976,1976,264.0,616,1304,336.0,5,1,1.0,4,RM,Norm,MeadowV,TA,RM,CompShg,115000.0
492,1941,1950,806.0,958,1578,240.0,6,1,1.0,5,RL,Norm,NAmes,TA,RL,CompShg,133000.0
493,2006,2006,728.0,728,1456,429.0,6,2,2.0,8,RL,Norm,Gilbert,Gd,RL,CompShg,172785.0
494,1960,1960,1269.0,1269,1269,308.0,5,1,1.0,6,RL,Norm,NAmes,TA,RL,CompShg,155000.0
495,1938,1996,190.0,886,886,273.0,5,1,1.0,4,RM,Norm,OldTown,TA,RM,CompShg,91300.0
496,1920,1950,720.0,720,720,0.0,4,1,0.0,4,C (all),Norm,IDOTRR,TA,C (all),CompShg,34900.0
497,1992,1993,3200.0,3228,3228,546.0,8,3,2.0,10,RL,Norm,NoRidge,Gd,RL,CompShg,430000.0
498,1925,1950,1026.0,1133,1820,240.0,7,2,1.0,8,RL,Norm,BrkSide,TA,RL,CompShg,184000.0
499,1967,2004,864.0,899,899,288.0,5,1,1.0,5,RL,Norm,Sawyer,TA,RL,CompShg,130000.0
500,1958,1985,912.0,912,912,297.0,5,1,1.0,5,RL,Norm,NAmes,TA,RL,CompShg,120000.0
501,1973,1973,672.0,672,1218,264.0,6,1,1.0,7,RM,Norm,BrDale,TA,RM,CompShg,113000.0
502,2005,2005,866.0,866,1768,603.0,7,2,2.0,7,FV,Norm,Somerst,Gd,FV,CompShg,226700.0
503,1965,1965,1214.0,1214,1214,461.0,5,1,2.0,6,RL,Norm,Edwards,TA,RL,CompShg,140000.0
504,1959,1997,1501.0,1801,1801,484.0,7,2,2.0,6,RL,Norm,Crawfor,TA,RL,CompShg,289000.0
505,1974,1974,855.0,855,1322,440.0,6,2,2.0,6,RL,Norm,NPkVill,TA,RL,CompShg,147000.0
506,1952,1952,960.0,960,1960,400.0,5,2,2.0,10,RM,Norm,OldTown,TA,RM,CompShg,124500.0
507,1993,1994,777.0,1065,1911,471.0,8,2,2.0,8,RL,Norm,SawyerW,Gd,RL,CompShg,215000.0
508,2009,2009,1218.0,1218,1218,676.0,6,2,2.0,4,FV,Norm,Somerst,Gd,FV,CompShg,208300.0
509,1928,2005,689.0,689,1378,360.0,7,2,2.0,7,RM,Norm,OldTown,TA,RM,CompShg,161000.0
510,1959,1959,1041.0,1041,1041,270.0,5,1,1.0,6,RL,Norm,NAmes,TA,RL,CompShg,124500.0
511,1951,2000,1008.0,1363,1363,288.0,5,1,1.0,6,RL,Norm,NAmes,Gd,RL,CompShg,164900.0
512,2005,2006,1368.0,1368,1368,474.0,7,2,2.0,6,RL,Norm,NridgHt,Gd,RL,CompShg,202665.0
513,1958,1958,864.0,864,864,624.0,5,1,2.0,5,RL,Norm,NAmes,TA,RL,CompShg,129900.0
514,1983,1983,1084.0,1080,1080,484.0,6,1,2.0,5,RL,Norm,Mitchel,TA,RL,CompShg,134000.0
515,1926,1950,768.0,789,789,200.0,5,1,1.0,5,RL,Norm,Crawfor,TA,RL,CompShg,96500.0
516,2009,2009,2006.0,2020,2020,900.0,10,2,3.0,9,RL,Norm,NridgHt,Ex,RL,CompShg,402861.0
517,1972,1972,689.0,1378,2119,583.0,6,2,2.0,7,RL,Norm,NWAmes,TA,RL,CompShg,158000.0
518,1996,1997,1264.0,1277,2344,889.0,7,2,3.0,7,RL,Norm,NoRidge,Gd,RL,CompShg,265000.0
519,1998,1998,794.0,882,1796,546.0,6,2,2.0,7,RL,Norm,CollgCr,TA,RL,CompShg,211000.0
520,1926,2004,1276.0,1276,2080,282.0,7,1,1.0,9,RL,Norm,Crawfor,Gd,RL,CompShg,234000.0
521,1900,2000,0.0,694,1294,0.0,4,2,0.0,7,RL,Norm,OldTown,TA,RL,CompShg,106250.0
522,1957,1957,1244.0,1244,1244,336.0,6,1,1.0,6,RL,Norm,NAmes,TA,RL,CompShg,150000.0
523,1947,1950,1004.0,1004,1664,420.0,6,2,2.0,7,RM,Norm,BrkSide,TA,RM,CompShg,159000.0
524,2007,2008,3138.0,3138,4676,884.0,10,3,3.0,11,RL,PosN,Edwards,Ex,RL,CompShg,184750.0
525,1996,1997,1379.0,1383,2398,834.0,7,2,3.0,8,RL,Norm,NoRidge,Gd,RL,CompShg,315750.0
526,2005,2005,1257.0,1266,1266,453.0,7,2,2.0,6,FV,Norm,Somerst,Gd,FV,CompShg,176000.0
527,1956,2000,928.0,928,928,252.0,5,1,1.0,4,RL,Norm,NAmes,TA,RL,CompShg,132000.0
528,2008,2008,1452.0,1476,2713,858.0,9,2,3.0,11,RL,Norm,NridgHt,Ex,RL,CompShg,446261.0
529,1920,2002,528.0,605,605,0.0,4,1,0.0,5,RL,Norm,Edwards,TA,RL,CompShg,86000.0
530,1957,1975,2035.0,2515,2515,484.0,6,3,2.0,9,RL,Norm,Crawfor,Gd,RL,CompShg,200624.0
531,1988,1989,1461.0,1509,1509,600.0,6,2,2.0,5,RL,Norm,Timber,Gd,RL,CompShg,175000.0
532,1920,1999,611.0,751,1362,502.0,6,2,2.0,6,RM,Feedr,BrkSide,TA,RM,CompShg,128000.0
533,1955,2007,0.0,827,827,392.0,5,1,1.0,5,RL,Norm,NAmes,TA,RL,CompShg,107500.0
534,1946,1950,0.0,334,334,0.0,1,1,0.0,2,RL,Norm,BrkSide,Fa,RL,CompShg,39300.0
535,2004,2004,707.0,707,1414,403.0,8,2,2.0,6,RL,Norm,Gilbert,Gd,RL,CompShg,178000.0
536,1910,1991,1117.0,820,1347,0.0,5,1,0.0,5,RL,Norm,Edwards,TA,RL,CompShg,107500.0
537,1998,1999,880.0,880,1724,527.0,7,2,2.0,8,RL,Norm,CollgCr,TA,RL,CompShg,188000.0
538,1972,1972,864.0,864,864,576.0,4,1,2.0,5,RL,Norm,NAmes,TA,RL,CompShg,111250.0
539,1968,1968,1051.0,1159,1159,336.0,5,1,1.0,7,RL,Norm,Sawyer,TA,RL,CompShg,158000.0
540,2001,2002,1581.0,1601,1601,670.0,8,2,2.0,6,RL,Norm,CollgCr,Gd,RL,CompShg,272000.0
541,2006,2006,1838.0,1838,1838,765.0,9,2,3.0,8,RL,Norm,Timber,Ex,RL,CompShg,315000.0
542,2000,2000,969.0,997,2285,648.0,8,2,3.0,8,RL,Norm,NoRidge,Gd,RL,CompShg,248000.0
543,1998,1999,1650.0,1680,1680,583.0,7,2,2.0,7,RL,Norm,NWAmes,Gd,RL,CompShg,213250.0
544,1998,1998,723.0,767,767,367.0,7,1,1.0,4,RH,Norm,NAmes,TA,RH,CompShg,133000.0
545,2006,2006,654.0,664,1496,426.0,7,2,2.0,7,RL,Norm,Gilbert,Gd,RL,CompShg,179665.0
546,1988,1988,1204.0,1377,2183,786.0,7,2,3.0,9,RL,Norm,NWAmes,Gd,RL,CompShg,229000.0
547,1923,1950,1065.0,915,1635,440.0,6,1,2.0,6,RL,Norm,BrkSide,TA,RL,CompShg,210000.0
548,1970,1970,768.0,768,768,624.0,5,1,2.0,5,RL,Norm,Mitchel,TA,RL,CompShg,129500.0
549,1955,1995,825.0,825,825,720.0,5,1,2.0,4,RM,RRNn,OldTown,TA,RM,CompShg,125000.0
550,2003,2004,912.0,912,2094,615.0,7,2,2.0,8,FV,Norm,Somerst,Gd,FV,CompShg,263000.0
551,1977,1977,1069.0,1069,1069,440.0,6,2,2.0,4,RL,Norm,NPkVill,TA,RL,CompShg,140000.0
552,1957,1957,928.0,928,928,288.0,5,1,1.0,5,RM,Norm,OldTown,TA,RM,CompShg,112500.0
553,2006,2006,1709.0,1717,1717,908.0,8,2,3.0,7,RL,Norm,NridgHt,Gd,RL,CompShg,255500.0
554,1949,2003,0.0,1126,1126,520.0,4,2,2.0,5,RL,Norm,Edwards,TA,RL,CompShg,108000.0
555,2003,2004,998.0,1006,2046,871.0,7,2,3.0,8,RL,Norm,NridgHt,Gd,RL,CompShg,284000.0
556,1922,1950,993.0,1048,1048,280.0,5,1,1.0,5,RM,Norm,BrkSide,TA,RM,CompShg,113000.0
557,1957,1957,1092.0,1092,1092,299.0,5,1,1.0,6,RL,Norm,NAmes,TA,RL,CompShg,141000.0
558,1920,1950,637.0,897,1336,570.0,4,1,1.0,7,C (all),Norm,IDOTRR,TA,C (all),CompShg,108000.0
559,1996,1997,729.0,729,1446,406.0,7,2,2.0,6,RL,Norm,Gilbert,TA,RL,CompShg,175000.0
560,2003,2004,1374.0,1557,1557,420.0,7,2,2.0,7,RL,Norm,Blmngtn,Gd,RL,CompShg,234000.0
561,1957,1996,1392.0,1392,1392,528.0,5,1,2.0,5,RL,Norm,Sawyer,TA,RL,CompShg,121500.0
562,1974,1975,1389.0,1389,1389,418.0,5,1,2.0,6,RL,Norm,Mitchel,TA,RL,CompShg,170000.0
563,1940,1969,996.0,996,996,0.0,5,1,0.0,6,RL,Norm,Edwards,TA,RL,CompShg,108000.0
564,1918,1950,1163.0,1163,1674,396.0,6,2,2.0,8,RL,Norm,Edwards,TA,RL,CompShg,185000.0
565,1992,2000,1095.0,1166,2295,590.0,7,2,2.0,9,RL,Norm,NoRidge,Gd,RL,CompShg,268000.0
566,1915,1950,806.0,841,1647,216.0,6,1,1.0,6,RL,Norm,SWISU,TA,RL,CompShg,128000.0
567,2005,2007,1122.0,1134,2504,656.0,9,2,3.0,11,RL,Norm,StoneBr,Gd,RL,CompShg,325000.0
568,2004,2004,1517.0,1535,1535,532.0,7,2,2.0,7,RL,Norm,NridgHt,Gd,RL,CompShg,214000.0
569,1983,2009,1496.0,1496,2132,612.0,8,1,2.0,5,RL,Norm,SawyerW,Gd,RL,CompShg,316600.0
570,1979,1979,943.0,943,943,600.0,5,1,2.0,4,RL,Norm,NAmes,TA,RL,CompShg,135960.0
571,1965,1965,1728.0,1728,1728,576.0,5,2,2.0,10,RL,Norm,NAmes,TA,RL,CompShg,142600.0
572,1959,1959,864.0,864,864,288.0,6,1,1.0,4,RL,Norm,NAmes,TA,RL,CompShg,120000.0
573,2009,2009,846.0,846,1692,650.0,7,2,2.0,6,RL,Norm,Timber,TA,RL,CompShg,224500.0
574,2000,2000,384.0,774,1430,400.0,7,2,2.0,8,RL,Norm,Gilbert,TA,RL,CompShg,170000.0
575,1971,2005,372.0,576,1109,288.0,5,1,1.0,5,RL,Norm,NAmes,TA,RL,CompShg,139000.0
576,1947,1950,832.0,832,1216,336.0,5,1,1.0,6,RL,Norm,NAmes,TA,RL,CompShg,118500.0
577,1928,1950,861.0,877,1477,216.0,7,2,1.0,6,RL,Norm,SWISU,TA,RL,CompShg,145000.0
578,1966,1966,1164.0,1320,1320,564.0,5,1,2.0,6,RL,Norm,Sawyer,TA,RL,CompShg,164500.0
579,2007,2007,689.0,703,1392,540.0,7,2,2.0,5,FV,Norm,Somerst,Gd,FV,CompShg,146000.0
580,1954,1954,1050.0,1050,1795,352.0,5,2,1.0,7,RM,Norm,OldTown,TA,RM,CompShg,131500.0
581,1960,1987,1144.0,1429,1429,572.0,6,1,2.0,7,RL,Norm,NAmes,TA,RL,CompShg,181900.0
582,2008,2009,2042.0,2042,2042,1390.0,8,2,3.0,8,RL,Norm,NridgHt,Ex,RL,CompShg,253293.0
583,1990,1990,816.0,816,816,0.0,6,1,0.0,5,RL,Norm,Edwards,TA,RL,CompShg,118500.0
584,1893,2000,1237.0,1521,2775,880.0,10,3,2.0,9,RM,PosA,OldTown,Ex,RM,CompShg,325000.0
585,1935,1995,884.0,989,1573,240.0,4,1,1.0,6,RM,Norm,BrkSide,TA,RM,CompShg,133000.0
586,2005,2006,1868.0,2028,2028,880.0,8,2,3.0,7,RL,Norm,Timber,Gd,RL,CompShg,369900.0
587,1918,2000,816.0,838,838,275.0,6,1,1.0,5,RL,Norm,BrkSide,TA,RL,CompShg,130000.0
588,1982,1982,840.0,860,860,528.0,5,1,2.0,4,RL,Norm,Sawyer,TA,RL,CompShg,137000.0
589,1968,2003,1437.0,1473,1473,452.0,5,1,1.0,5,RL,Norm,ClearCr,TA,RL,Tar&Grv,143000.0
590,1930,1960,742.0,779,935,308.0,5,1,1.0,4,RM,Feedr,BrkSide,TA,RM,CompShg,79500.0
591,2004,2004,770.0,770,1582,520.0,7,2,2.0,6,RL,Norm,CollgCr,Gd,RL,CompShg,185900.0
592,2008,2008,1722.0,1728,2296,842.0,10,2,3.0,10,RL,Norm,NridgHt,Ex,RL,CompShg,451950.0
593,1982,2003,816.0,816,816,816.0,5,1,2.0,4,RL,Norm,Mitchel,TA,RL,CompShg,138000.0
594,2003,2003,848.0,848,848,420.0,6,1,2.0,4,RM,Norm,CollgCr,Gd,RM,CompShg,140000.0
595,1975,1975,924.0,924,924,280.0,5,1,1.0,5,RL,Norm,CollgCr,TA,RL,CompShg,110000.0
596,2005,2006,1814.0,1826,1826,758.0,8,2,3.0,7,RL,Norm,StoneBr,Gd,RL,CompShg,319000.0
597,1910,1993,684.0,684,1368,216.0,6,1,1.0,7,RM,Norm,OldTown,TA,RM,CompShg,114504.0
598,2006,2007,1258.0,1402,1402,648.0,7,0,3.0,7,RL,Norm,Blmngtn,Gd,RL,CompShg,194201.0
599,1977,1977,1430.0,1647,1647,621.0,5,2,2.0,7,RL,Norm,Crawfor,TA,RL,CompShg,217500.0
600,1980,1980,716.0,716,1556,452.0,6,2,2.0,6,RM,Norm,Blueste,TA,RM,CompShg,151000.0
601,2005,2005,1058.0,1058,1904,736.0,8,2,2.0,8,RL,Norm,NridgHt,Gd,RL,CompShg,275000.0
602,1937,1950,780.0,780,1375,544.0,6,1,1.0,6,RM,Norm,IDOTRR,TA,RM,CompShg,141000.0
603,1992,1992,908.0,927,1915,506.0,8,2,2.0,8,RL,Norm,SawyerW,Gd,RL,CompShg,220000.0
604,2004,2005,600.0,600,1200,480.0,7,2,2.0,4,FV,Norm,Somerst,Gd,FV,CompShg,151000.0
605,2002,2002,1494.0,1494,1494,530.0,7,2,2.0,6,RL,Norm,CollgCr,Gd,RL,CompShg,221000.0
606,1965,1990,768.0,1186,1986,486.0,7,2,2.0,7,RL,Norm,NAmes,TA,RL,CompShg,205000.0
607,1996,1996,1040.0,1040,1040,576.0,5,1,2.0,6,RL,Norm,CollgCr,TA,RL,CompShg,152000.0
608,1948,2002,896.0,1112,2008,230.0,5,3,1.0,8,RL,Norm,Edwards,TA,RL,CompShg,225000.0
609,1934,1998,965.0,1940,3194,380.0,8,2,2.0,10,RL,Norm,Crawfor,TA,RL,CompShg,359100.0
610,1961,1961,1029.0,1029,1029,261.0,4,1,1.0,5,RL,Norm,Sawyer,TA,RL,CompShg,118500.0
611,2000,2000,1440.0,1476,2153,736.0,9,2,3.0,8,RL,Norm,CollgCr,Gd,RL,CompShg,313000.0
612,1978,1978,1032.0,1032,1032,564.0,6,2,2.0,6,RL,Norm,NWAmes,TA,RL,CompShg,148000.0
613,2001,2001,1299.0,1299,1872,531.0,8,2,2.0,7,RL,Norm,CollgCr,Gd,RL,CompShg,261500.0
614,2007,2007,1120.0,1120,1120,0.0,5,1,0.0,6,RL,Norm,Mitchel,TA,RL,CompShg,147000.0
615,1972,1972,630.0,630,630,0.0,4,1,0.0,3,RM,Norm,MeadowV,TA,RM,CompShg,75500.0
616,1963,1963,936.0,1054,1054,480.0,6,1,2.0,6,RL,Norm,NAmes,TA,RL,CompShg,137500.0
617,2002,2003,783.0,807,1509,393.0,6,2,2.0,7,RL,Norm,Gilbert,Gd,RL,CompShg,183200.0
618,1954,1954,832.0,832,832,528.0,6,1,2.0,4,RL,Norm,NAmes,TA,RL,CompShg,105500.0
619,2007,2007,1822.0,1828,1828,774.0,9,2,3.0,9,RL,Norm,NridgHt,Ex,RL,CompShg,314813.0
620,2003,2003,1482.0,1482,2262,749.0,8,2,3.0,10,RL,Norm,Timber,Gd,RL,CompShg,305000.0
621,1914,1950,864.0,864,864,0.0,3,1,0.0,5,RL,Norm,Edwards,TA,RL,CompShg,67000.0
622,1974,1997,1522.0,1548,2614,624.0,6,2,2.0,9,RL,Norm,NWAmes,TA,RL,CompShg,240000.0
623,1977,1977,980.0,980,980,484.0,5,1,2.0,6,RL,Norm,Sawyer,TA,RL,CompShg,135000.0
624,2000,2000,756.0,756,1512,440.0,6,2,2.0,4,FV,Norm,Somerst,Gd,FV,CompShg,168500.0
625,1972,1972,732.0,1012,1790,484.0,6,1,2.0,8,RL,Norm,NWAmes,TA,RL,CompShg,165150.0
626,1962,1962,1116.0,1116,1116,440.0,6,1,2.0,5,RL,Norm,NAmes,TA,RL,CompShg,160000.0
627,1960,1978,978.0,1422,1422,286.0,5,1,1.0,6,RL,Norm,NAmes,TA,RL,CompShg,139900.0
628,1955,1972,1156.0,1520,1520,364.0,6,1,1.0,7,RL,Norm,NAmes,TA,RL,CompShg,153000.0
629,1969,1969,1040.0,1040,2080,504.0,5,1,2.0,9,RL,Norm,NAmes,TA,RL,CompShg,135000.0
630,1964,1964,1248.0,1350,1350,520.0,6,1,2.0,6,RL,Norm,NAmes,TA,RL,WdShngl,168500.0
631,1880,1991,636.0,1089,1750,240.0,5,1,1.0,8,RM,Norm,OldTown,TA,RM,CompShg,124000.0
632,2006,2006,1554.0,1554,1554,627.0,8,2,2.0,6,RL,Norm,NridgHt,Gd,RL,CompShg,209500.0
633,1977,1977,1386.0,1411,1411,544.0,7,2,2.0,6,RL,Norm,NWAmes,TA,RL,CompShg,82500.0
634,1954,2005,1056.0,1056,1056,260.0,5,1,1.0,6,RL,Norm,NAmes,TA,RL,CompShg,139400.0
635,1980,1980,1056.0,1056,1056,576.0,6,0,2.0,4,RL,Norm,OldTown,TA,RL,CompShg,144000.0
636,1914,1995,1440.0,1440,3395,0.0,6,2,0.0,14,RH,Norm,SWISU,Fa,RH,CompShg,200000.0
637,1936,1950,264.0,800,800,0.0,2,1,0.0,4,RM,Norm,BrkSide,Fa,RM,CompShg,60000.0
638,1954,1954,811.0,811,1387,256.0,5,2,1.0,7,RM,Norm,OldTown,TA,RM,CompShg,93000.0
639,1910,1950,796.0,796,796,0.0,5,1,0.0,4,RL,Norm,Edwards,TA,RL,CompShg,85000.0
640,2006,2006,1520.0,1567,1567,648.0,8,2,3.0,7,RL,Norm,Blmngtn,Gd,RL,CompShg,264561.0
641,2003,2004,1518.0,1518,1518,588.0,8,1,2.0,6,RL,Norm,NridgHt,Ex,RL,CompShg,274000.0
642,2001,2001,1057.0,1057,1929,650.0,7,2,2.0,7,FV,Norm,Somerst,Gd,FV,CompShg,226000.0
643,1972,1995,1952.0,2000,2704,538.0,8,2,2.0,9,RL,Norm,NAmes,Gd,RL,CompShg,345000.0
644,1969,1969,780.0,780,1620,462.0,5,2,2.0,7,RL,Norm,NWAmes,TA,RL,CompShg,152000.0
645,2009,2009,1766.0,1766,1766,478.0,9,2,3.0,7,FV,Norm,Somerst,Ex,FV,CompShg,370878.0
646,1971,1971,981.0,981,981,576.0,6,1,2.0,5,RL,Norm,NAmes,TA,RL,CompShg,143250.0
647,1950,1950,0.0,1048,1048,420.0,5,1,2.0,7,RL,Norm,NAmes,TA,RL,CompShg,98300.0
648,1953,1953,1094.0,1094,1094,495.0,6,1,2.0,5,RL,Norm,Edwards,TA,RL,CompShg,155000.0
649,1966,1966,756.0,1051,1839,442.0,6,1,2.0,7,RL,Norm,NAmes,TA,RL,CompShg,155000.0
650,1970,1970,630.0,630,630,0.0,4,1,0.0,3,RM,Norm,MeadowV,TA,RM,CompShg,84500.0
651,2007,2007,813.0,822,1665,562.0,7,2,2.0,7,FV,Norm,Somerst,Gd,FV,CompShg,205950.0
652,1940,1950,755.0,755,1510,296.0,4,1,1.0,7,RL,Norm,Edwards,TA,RL,CompShg,108000.0
653,1996,1996,880.0,909,1716,512.0,7,2,2.0,7,RL,Norm,CollgCr,Gd,RL,CompShg,191000.0
654,1906,1995,756.0,756,1469,216.0,6,1,1.0,7,RM,Norm,IDOTRR,TA,RM,CompShg,135000.0
655,1995,1995,2109.0,2113,2113,839.0,8,2,3.0,7,RL,Norm,NoRidge,Gd,RL,CompShg,350000.0
656,1971,1971,525.0,525,1092,264.0,6,1,1.0,6,RM,Norm,BrDale,TA,RM,CompShg,88000.0
657,1959,2006,1053.0,1053,1053,312.0,5,1,1.0,5,RL,Norm,NAmes,Gd,RL,CompShg,145500.0
658,1931,2000,776.0,851,1502,270.0,7,1,1.0,6,RL,Norm,Crawfor,TA,RL,CompShg,149000.0
659,1948,1950,912.0,912,1458,330.0,6,1,1.0,6,RL,Norm,NAmes,TA,RL,CompShg,97500.0
660,1964,1999,1486.0,1486,1486,480.0,5,1,2.0,7,RL,Norm,Edwards,TA,RL,CompShg,167000.0
661,1976,1976,793.0,1142,1935,550.0,7,2,2.0,7,RL,Norm,NWAmes,TA,RL,CompShg,197900.0
662,1994,2005,1629.0,1686,2448,711.0,8,2,3.0,8,RL,Norm,NoRidge,Gd,RL,CompShg,402000.0
663,1968,1968,1392.0,1392,1392,576.0,6,1,2.0,5,RL,Norm,NAmes,TA,RL,CompShg,110000.0
664,1972,1972,1138.0,1181,1181,588.0,4,2,2.0,6,RL,Norm,Edwards,TA,RL,CompShg,137500.0
665,2005,2006,2077.0,2097,2097,1134.0,8,1,3.0,8,RL,Norm,Somerst,Gd,RL,CompShg,423000.0
666,2000,2000,1406.0,1454,1936,504.0,8,2,2.0,7,RL,Norm,Gilbert,Gd,RL,CompShg,230500.0
667,1965,1979,1021.0,1465,2380,596.0,6,2,2.0,7,RL,Norm,NAmes,TA,RL,Tar&Grv,129000.0
668,1994,1998,1408.0,1679,1679,575.0,6,2,2.0,7,RL,Norm,SawyerW,TA,RL,CompShg,193500.0
669,1956,1987,1188.0,1437,1437,576.0,5,1,2.0,6,RL,Norm,Sawyer,TA,RL,CompShg,168000.0
670,1922,1950,700.0,1180,1180,252.0,4,1,1.0,5,RL,Norm,Crawfor,TA,RL,CompShg,137500.0
671,2005,2005,738.0,738,1476,540.0,6,2,2.0,7,RL,Norm,CollgCr,Gd,RL,CompShg,173500.0
672,1925,1950,672.0,697,1369,300.0,6,2,1.0,6,RH,Norm,Edwards,TA,RH,CompShg,103600.0
673,1977,1977,1208.0,1208,1208,546.0,6,1,2.0,6,RL,Norm,Veenker,Gd,RL,CompShg,165000.0
674,1957,2004,1477.0,1839,1839,416.0,6,2,2.0,7,RL,Norm,Crawfor,TA,RL,CompShg,257500.0
675,1965,1965,1136.0,1136,1136,384.0,6,1,1.0,5,RL,Norm,NAmes,TA,RL,CompShg,140000.0
676,1978,1978,855.0,855,1441,440.0,6,2,2.0,7,RL,Norm,NPkVill,TA,RL,CompShg,148500.0
677,1900,1950,1095.0,1095,1774,779.0,4,2,3.0,8,RM,Norm,OldTown,TA,RM,CompShg,87000.0
678,1924,2006,768.0,792,792,240.0,5,1,1.0,5,RL,Norm,OldTown,Gd,RL,CompShg,109500.0
679,2008,2008,2046.0,2046,2046,834.0,8,2,3.0,7,RL,Norm,StoneBr,Gd,RL,CompShg,372500.0
